COD_INE;COD_GEO;COD_PROV;PROVINCIA;NOMBRE_ACTUAL;SUPERFICIE;PERIMETRO;LONGITUD_ETRS89;LATITUD_ETRS89;ALTITUD;HABITANTES;HOMBRES;MUJERES;TOTAL_PARO;H25;H25_44;H45;M25;M25_44;M45;AGRICULTURA;INDUSTRIA;CONSTRUCCION;SERVICIOS;SINEMPLEOANTERIOR;AÑO;EDAD_MEDIA;de0-18;de19-67;masde68;de0-12
22141000000;22472;22;HUESCA;LASCELLAS-PONZANO;2733.2021;26006.0;-0.07588096;42.06644623;529.0;128.0;81.0;47.0;1;-1;-1;-1;-1;1;-1;-1;-1;-1;1;-1;2017;51.375;15;81;32;9
22142000000;22476;22;HUESCA;LASCUARRE;3187.0796;33651.0;0.51593014;42.19781796;648.0;133.0;68.0;65.0;3;-1;-1;-1;1;-1;2;-1;-1;-1;3;-1;2017;47.81203008;22;77;34;19
22143000000;22480;22;HUESCA;LASPAÚLES;8174.6779;50003.0;0.59861357;42.47105458;1432.0;244.0;142.0;102.0;7;-1;1;2;-1;2;2;-1;-1;1;6;-1;2017;52.18032787;26;144;74;17
22144000000;22484;22;HUESCA;LASPUÑA;4529.0305;33882.0;0.15390522;42.50297823;708.0;281.0;152.0;129.0;7;-1;1;2;-1;3;1;0;-1;0;7;-1;2017;52.29537367;27;175;79;20
22149000000;22492;22;HUESCA;LOARRE;7441.7952;39209.0;-0.62624955;42.31389271;779.0;332.0;185.0;147.0;6;-1;1;2;-1;3;0;-1;-1;-1;6;-1;2017;55.62349398;19;200;113;12
22150000000;22496;22;HUESCA;LOPORZANO;16928.3967;79071.0;-0.32391473;42.16160418;583.0;522.0;294.0;228.0;7;-1;4;1;-1;2;0;-1;-1;0;7;-1;2017;51.71455939;48;335;139;36
22151000000;22500;22;HUESCA;LOSCORRALES;4024.7912;42737.0;-0.64394824;42.25447962;615.0;100.0;51.0;49.0;8;-1;2;2;-1;4;0;-1;1;-1;6;1;2017;53.73;9;64;27;8
22155000000;22508;22;HUESCA;MONESMA Y CAJIGAR;6259.7685;42110.0;0.61645888;42.22341094;1063.0;77.0;40.0;37.0;3;-1;-1;1;-1;-1;2;-1;-1;-1;3;-1;2017;59.79220779;2;47;28;2
22156000000;22512;22;HUESCA;MONFLORITE-LASCASAS;2916.4411;27497.0;-0.356665;42.09424689;435.0;379.0;204.0;175.0;11;0;3;3;-1;3;2;1;1;-1;5;4;2017;40.99208443;69;273;37;55
22157000000;22516;22;HUESCA;MONTANUY;17419.5128;81069.0;0.69475456;42.46577115;1213.0;220.0;123.0;97.0;7;-1;1;2;-1;3;1;0;0;0;7;-1;2017;51.70909091;16;153;51;9
22158000000;22520;22;HUESCA;MONZÓN;15502.2476;79819.0;0.1946465;41.91031171;278.0;17166.0;8661.0;8505.0;928;51;137;167;51;279;243;90;132;59;552;95;2017;43.16689969;3322;10890;2954;2271
22160000000;22524;22;HUESCA;NAVAL;4731.7547;30008.0;0.15082578;42.19264069;625.0;270.0;143.0;127.0;11;-1;3;5;-1;1;2;1;2;-1;8;-1;2017;48.60740741;35;169;66;25
22162000000;22528;22;HUESCA;NOVALES;2008.2179;21132.0;-0.28613293;42.03197393;455.0;155.0;74.0;81.0;2;-1;0;0;-1;2;0;-1;-1;0;2;0;2017;50.21290323;17;100;38;12
22163000000;22532;22;HUESCA;NUENO;14723.9568;117658.0;-0.43992782;42.26600664;727.0;537.0;295.0;242.0;12;-1;1;4;-1;3;4;-1;-1;1;11;-1;2017;46.11173184;91;352;94;61
22164000000;22536;22;HUESCA;OLVENA;1589.1659;19435.0;0.26037463;42.10727484;528.0;48.0;24.0;24.0;2;-1;-1;2;-1;0;0;0;-1;1;1;-1;2017;53.375;10;19;19;7
22165000000;22540;22;HUESCA;ONTIÑENA;13695.7852;59287.0;0.08917584;41.6761857;212.0;537.0;270.0;267.0;14;0;1;5;2;1;5;1;3;3;7;0;2017;53.27001862;47;329;161;26
22167000000;22544;22;HUESCA;OSSO DE CINCA;2765.5609;25280.0;0.1912748;41.66525487;165.0;691.0;375.0;316.0;26;1;5;6;1;5;8;6;2;-1;16;2;2017;47.91606368;78;456;157;53
22168000000;22548;22;HUESCA;PALO;1440.184;19847.0;0.24248089;42.32319645;727.0;26.0;13.0;13.0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2017;57.84615385;2;15;9;2
22170000000;22552;22;HUESCA;PANTICOSA;9590.4794;51255.0;-0.28372586;42.72413271;1186.0;795.0;401.0;394.0;30;0;9;6;1;11;3;0;1;0;29;-1;2017;44.52704403;108;565;122;58
22172000000;22556;22;HUESCA;PEÑALBA;15669.7036;67670.0;-0.03944626;41.50048034;254.0;662.0;331.0;331.0;16;1;4;4;0;4;3;7;1;3;5;0;2017;50.43353474;79;408;175;49
22173000000;22560;22;HUESCA;LAS PEÑAS DE RIGLOS;21786.9901;127719.0;-0.72595592;42.34946013;739.0;255.0;161.0;94.0;6;-1;0;4;-1;1;1;1;1;1;3;-1;2017;53.96862745;21;163;71;13
22174000000;22564;22;HUESCA;PERALTA DE ALCOFEA;11613.698;59774.0;-0.06647763;41.93203455;399.0;576.0;303.0;273.0;17;2;0;4;-1;5;6;1;0;2;12;2;2017;54.23263889;48;331;197;30
22175000000;22568;22;HUESCA;PERALTA DE CALASANZ;11488.2131;57649.0;0.37541467;42.020027;738.0;221.0;124.0;97.0;6;-1;2;3;-1;1;0;0;1;1;4;-1;2017;56.37104072;19;120;82;17
22176000000;22572;22;HUESCA;PERALTILLA;1619.6126;18148.0;-0.01708908;42.05602525;428.0;200.0;104.0;96.0;8;-1;4;-1;-1;4;-1;1;1;1;5;-1;2017;48.55;21;136;43;17
22177000000;22576;22;HUESCA;PERARRÚA;3005.3288;30694.0;0.35109823;42.26768353;516.0;112.0;61.0;51.0;5;-1;0;1;-1;1;3;1;-1;0;4;-1;2017;51.28571429;12;70;30;7
22178000000;22580;22;HUESCA;PERTUSA;2936.5749;29117.0;-0.12748023;42.00202031;377.0;114.0;68.0;46.0;3;-1;-1;2;-1;-1;1;-1;-1;-1;3;-1;2017;50.8245614;10;73;31;3
22181000000;22584;22;HUESCA;PIRACÉS;2515.2568;21894.0;-0.31625846;42.00472977;451.0;104.0;59.0;45.0;1;-1;-1;-1;-1;-1;1;-1;-1;-1;1;-1;2017;54.67307692;9;59;36;4
22182000000;22588;22;HUESCA;PLAN;9335.6735;56630.0;0.33641901;42.58185615;1126.0;287.0;149.0;138.0;7;-1;1;2;-1;3;1;-1;1;-1;6;-1;2017;50.34843206;39;174;74;26
22184000000;22592;22;HUESCA;POLEÑINO;3301.5664;24827.0;-0.30955391;41.87065848;294.0;205.0;110.0;95.0;1;-1;0;1;0;-1;0;0;-1;-1;1;-1;2017;50.66341463;20;129;56;15
22186000000;22596;22;HUESCA;POZÁN DE VERO;1475.3039;17635.0;0.03241725;42.08177302;423.0;214.0;103.0;111.0;10;0;3;3;-1;2;2;1;2;1;6;0;2017;52.14018692;24;125;65;19
22187000000;22600;22;HUESCA;LA PUEBLA DE CASTRO;2938.6249;27201.0;0.28728179;42.14499849;646.0;361.0;181.0;180.0;16;1;1;2;-1;5;7;2;0;-1;12;2;2017;46.44598338;58;224;79;39
22188000000;22604;22;HUESCA;PUENTE DE MONTAÑANA;4855.689;38831.0;0.69309924;42.15033973;537.0;96.0;44.0;52.0;1;-1;-1;-1;-1;-1;1;1;-1;-1;-1;-1;2017;57.69791667;6;54;36;1
22189000000;22612;22;HUESCA;PUÉRTOLAS;9986.2109;58913.0;0.13247462;42.54792773;1173.0;210.0;121.0;89.0;6;-1;1;1;-1;2;2;2;-1;0;4;-1;2017;49.4;26;134;50;21
22190000000;22616;22;HUESCA;EL PUEYO DE ARAGUÁS;6183.8334;46680.0;0.16171114;42.44125354;699.0;152.0;88.0;64.0;2;-1;-1;0;-1;1;1;-1;-1;0;2;-1;2017;46.35526316;28;94;30;18
22193000000;22620;22;HUESCA;PUEYO DE SANTA CRUZ;929.3811;14086.0;0.15704594;41.85808139;254.0;328.0;165.0;163.0;19;0;3;5;-1;7;4;1;4;1;12;1;2017;48.88109756;40;205;83;26
22195000000;22624;22;HUESCA;QUICENA;966.9962;13608.0;-0.36076128;42.14817599;474.0;283.0;138.0;145.0;14;2;2;6;3;0;1;-1;1;2;10;1;2017;45.48056537;46;195;42;20
22197000000;22628;22;HUESCA;ROBRES;6424.1346;34862.0;-0.4607889;41.86620729;399.0;561.0;286.0;275.0;12;-1;5;2;-1;3;2;1;1;1;8;1;2017;51.10695187;66;336;159;48
22199000000;22632;22;HUESCA;SABIÑÁNIGO;58681.7701;228122.0;-0.36403034;42.51870902;797.0;9254.0;4621.0;4633.0;529;24;97;115;32;132;129;10;52;42;375;50;2017;46.02204452;1492;5956;1806;991
22200000000;22636;22;HUESCA;SAHÚN;7336.334;52378.0;0.46601559;42.57741223;1128.0;305.0;157.0;148.0;4;-1;0;0;-1;3;1;1;0;0;3;-1;2017;47.12786885;49;188;68;35
22201000000;22640;22;HUESCA;SALAS ALTAS;2073.5312;24105.0;0.07366075;42.11731394;613.0;303.0;155.0;148.0;9;1;1;1;1;3;2;0;0;-1;8;1;2017;53.73927393;33;173;97;20
22202000000;22644;22;HUESCA;SALAS BAJAS;1292.9176;14933.0;0.08406098;42.09994653;462.0;171.0;83.0;88.0;9;-1;2;2;-1;3;2;3;0;-1;6;-1;2017;49.95906433;23;105;43;16
22203000000;22648;22;HUESCA;SALILLAS;2833.3389;29963.0;-0.22509197;41.99349132;425.0;101.0;57.0;44.0;1;-1;-1;-1;-1;1;-1;-1;-1;-1;1;-1;2017;56.37623762;7;57;37;4
22204000000;22652;22;HUESCA;SALLENT DE GÁLLEGO;16213.8163;70182.0;-0.33156802;42.77273083;1304.0;1444.0;730.0;714.0;44;2;15;4;0;18;5;-1;0;2;42;-1;2017;42.98822715;239;1006;199;157
22205000000;22656;22;HUESCA;SAN ESTEBAN DE LITERA;7189.7187;57269.0;0.32599128;41.90387404;460.0;485.0;246.0;239.0;16;2;3;5;-1;2;4;2;2;1;11;-1;2017;54.62061856;38;273;174;28
22206000000;22668;22;HUESCA;SANGARRÉN;3222.3387;25227.0;-0.43148188;42.0173649;378.0;220.0;119.0;101.0;5;0;1;3;-1;1;0;1;2;1;1;0;2017;55.30909091;12;134;74;9
22207000000;22660;22;HUESCA;SAN JUAN DE PLAN;5552.6989;41005.0;0.34450925;42.5873209;1118.0;142.0;80.0;62.0;1;-1;0;0;0;1;-1;0;0;-1;1;-1;2017;48.26056338;21;86;35;16
22208000000;22672;22;HUESCA;SANTA CILIA;2807.8576;34023.0;-0.71321652;42.56134318;643.0;229.0;124.0;105.0;10;1;4;1;-1;2;2;1;1;-1;8;-1;2017;46.11790393;36;150;43;22
22209000000;22676;22;HUESCA;SANTA CRUZ DE LA SERÓS;2696.4187;24343.0;-0.67412647;42.52265345;788.0;177.0;104.0;73.0;5;1;2;2;-1;0;-1;0;-1;-1;4;1;2017;47.01129944;19;127;31;8
22212000000;22680;22;HUESCA;SANTALIESTRA Y SAN QUÍLEZ;2333.5402;27730.0;0.36636681;42.30542514;564.0;87.0;46.0;41.0;3;-1;1;-1;-1;1;1;1;-1;-1;2;0;2017;53.20689655;10;51;26;6
22213000000;22688;22;HUESCA;SARIÑENA;27556.5625;98537.0;-0.15766688;41.79070883;282.0;4155.0;2142.0;2013.0;194;16;30;46;8;51;43;46;12;18;102;16;2017;45.35306859;663;2670;822;432
22214000000;22692;22;HUESCA;SECASTILLA;4742.257;30622.0;0.26600417;42.1813607;611.0;150.0;71.0;79.0;2;-1;0;1;-1;1;0;0;0;-1;2;-1;2017;50.55333333;15;103;32;11
22215000000;22696;22;HUESCA;SEIRA;6939.6876;49038.0;0.43340474;42.47740532;819.0;143.0;81.0;62.0;3;-1;0;-1;-1;3;-1;-1;-1;-1;3;-1;2017;52.87412587;9;93;41;7
22217000000;22704;22;HUESCA;SENA;10469.0537;72425.0;-0.0433028;41.71525151;222.0;481.0;259.0;222.0;16;0;5;4;1;2;4;5;2;1;8;-1;2017;50.28690229;56;288;137;36
22218000000;22708;22;HUESCA;SENÉS DE ALCUBIERRE;2053.1238;18724.0;-0.48846596;41.90734295;390.0;42.0;20.0;22.0;1;0;-1;-1;1;-1;-1;-1;-1;-1;1;-1;2017;52.30952381;3;25;14;0
22220000000;22716;22;HUESCA;SESA;3083.7333;25562.0;-0.24568858;41.99596909;458.0;175.0;98.0;77.0;4;-1;-1;3;-1;0;1;-1;-1;2;2;-1;2017;58.58285714;11;93;71;5
22221000000;22720;22;HUESCA;SESUÉ;534.8309;16662.0;0.47270655;42.55082407;997.0;126.0;68.0;58.0;5;-1;2;0;-1;3;0;0;-1;1;4;-1;2017;41.92063492;24;82;20;20
22222000000;22724;22;HUESCA;SIÉTAMO;4898.2605;34783.0;-0.27995247;42.1232059;558.0;681.0;376.0;305.0;25;2;5;4;1;6;7;-1;7;-1;14;4;2017;43.1071953;133;454;94;82
22223000000;22728;22;HUESCA;SOPEIRA;4408.6645;44359.0;0.74718785;42.3161189;710.0;96.0;51.0;45.0;2;-1;-1;2;-1;0;0;-1;-1;-1;2;-1;2017;49.8125;15;61;20;7
22225000000;22736;22;HUESCA;TAMARITE DE LITERA;11057.8122;75500.0;0.42208747;41.87052624;371.0;3507.0;1804.0;1703.0;112;3;22;22;3;33;29;25;19;10;53;5;2017;47.41516966;536;2125;846;364
22226000000;22740;22;HUESCA;TARDIENTA;9064.7188;49163.0;-0.53931958;41.97939297;382.0;973.0;489.0;484.0;31;2;8;2;2;10;7;4;1;4;16;6;2017;49.87975334;139;550;284;106
22227000000;22744;22;HUESCA;TELLA-SIN;8950.6215;80173.0;0.22077583;42.58477288;809.0;231.0;127.0;104.0;7;-1;1;1;1;2;2;0;-1;-1;7;-1;2017;56.54978355;13;135;83;8
22228000000;22748;22;HUESCA;TIERZ;654.0039;10555.0;-0.35353818;42.13246602;466.0;754.0;377.0;377.0;21;0;2;2;1;13;3;-1;2;1;18;0;2017;35.72944297;222;472;60;167
22229000000;22752;22;HUESCA;TOLVA;5896.5884;45783.0;0.56501964;42.11441663;690.0;127.0;71.0;56.0;5;-1;-1;2;-1;2;1;-1;-1;1;4;-1;2017;53.85826772;10;77;40;8
22230000000;22756;22;HUESCA;TORLA-ORDESA;18521.402;87453.0;-0.11074837;42.62785025;1020.0;299.0;155.0;144.0;4;-1;1;0;1;2;0;0;-1;-1;4;-1;2017;52.93311037;18;204;77;4
22232000000;22760;22;HUESCA;TORRALBA DE ARAGÓN;4039.3137;40441.0;-0.51140626;41.93499553;399.0;114.0;60.0;54.0;2;-1;1;1;-1;0;-1;2;-1;-1;0;-1;2017;52.86842105;12;68;34;8
22233000000;22764;22;HUESCA;TORRE LA RIBERA;3206.073;28827.0;0.52624808;42.37197955;1078.0;103.0;55.0;48.0;2;-1;1;1;-1;0;-1;-1;0;-1;2;-1;2017;51.13592233;9;65;29;6
22234000000;22768;22;HUESCA;TORRENTE DE CINCA;5680.4122;31537.0;0.33485785;41.47283705;108.0;1132.0;565.0;567.0;36;1;11;6;2;5;11;13;2;-1;19;2;2017;48.72261484;123;742;267;84
22235000000;22772;22;HUESCA;TORRES DE ALCANADRE;1763.3123;24446.0;-0.11112647;41.96748781;392.0;93.0;57.0;36.0;1;-1;-1;-1;-1;-1;1;-1;-1;-1;1;-1;2017;63.5483871;0;51;42;0
22236000000;22776;22;HUESCA;TORRES DE BARBUÉS;1393.9722;14461.0;-0.43207497;41.96002998;354.0;272.0;138.0;134.0;13;1;3;4;-1;3;2;1;4;2;6;0;2017;54.16176471;16;175;81;10
22239000000;22780;22;HUESCA;TRAMACED;1541.8292;16652.0;-0.29661047;41.97231643;419.0;107.0;67.0;40.0;1;-1;-1;1;-1;-1;-1;-1;-1;-1;1;-1;2017;54.42990654;9;57;41;6
22242000000;22784;22;HUESCA;VALFARTA;3320.4816;26724.0;-0.13296617;41.5575269;367.0;66.0;41.0;25.0;0;-1;-1;0;-1;-1;-1;-1;0;-1;-1;-1;2017;63.09090909;2;36;28;0
22243000000;22788;22;HUESCA;VALLE DE BARDAJÍ;4547.6928;31434.0;0.46504356;42.4346509;1002.0;35.0;19.0;16.0;2;-1;-1;-1;1;1;-1;-1;-1;-1;2;-1;2017;68.31428571;0;18;17;0
22244000000;22796;22;HUESCA;VALLE DE LIERP;3275.8891;24718.0;0.47702459;42.37931725;1016.0;48.0;23.0;25.0;3;-1;-1;1;1;-1;1;-1;2;-1;-1;1;2017;63.52083333;4;20;24;1
22245000000;22800;22;HUESCA;VELILLA DE CINCA;1654.2802;19074.0;0.26153424;41.58676196;129.0;448.0;232.0;216.0;16;2;1;0;1;10;2;2;-1;-1;13;1;2017;46.375;69;271;108;38
22246000000;22804;22;HUESCA;BERANUY;6375.0;44092.0;0.59523816;42.36695527;999.0;77.0;46.0;31.0;3;-1;-1;1;-1;0;2;-1;1;1;1;-1;2017;54.68831169;6;48;23;5
22247000000;22808;22;HUESCA;VIACAMP Y LITERA;10773.7651;60232.0;0.61425761;42.1286444;948.0;35.0;23.0;12.0;2;-1;2;-1;-1;-1;-1;2;-1;-1;-1;-1;2017;54.0;1;26;8;0
22248000000;22812;22;HUESCA;VICIÉN;1375.9051;16807.0;-0.44133605;42.05648051;395.0;121.0;70.0;51.0;4;1;0;0;1;2;-1;-1;-1;-1;3;1;2017;54.4214876;9;77;35;5
22249000000;22816;22;HUESCA;VILLANOVA;704.8246;17913.0;0.46242554;42.54786826;984.0;164.0;82.0;82.0;10;-1;1;3;1;4;1;-1;1;-1;9;-1;2017;42.46341463;40;98;26;26
22250000000;22820;22;HUESCA;VILLANÚA;5819.3982;44568.0;-0.53065797;42.67874094;950.0;450.0;239.0;211.0;18;2;4;7;1;2;2;-1;2;0;16;-1;2017;46.36888889;60;310;80;46
22251000000;22824;22;HUESCA;VILLANUEVA DE SIGENA;14637.1561;82080.0;-0.00834425;41.71590375;231.0;405.0;207.0;198.0;6;1;-1;2;-1;1;2;0;-1;1;4;1;2017;49.62716049;38;278;89;16
22252000000;22828;22;HUESCA;YEBRA DE BASA;9088.0;46633.0;-0.28288495;42.48614099;877.0;147.0;86.0;61.0;2;0;-1;-1;-1;-1;2;-1;-1;-1;2;0;2017;51.68027211;15;90;42;11
22253000000;22832;22;HUESCA;YÉSERO;3022.9933;27302.0;-0.25090944;42.6189931;1125.0;56.0;33.0;23.0;0;-1;0;0;-1;-1;-1;-1;-1;-1;0;-1;2017;64.41071429;0;30;26;0
22254000000;22836;22;HUESCA;ZAIDÍN;9255.3224;40770.0;0.26337049;41.60434032;156.0;1772.0;929.0;843.0;67;4;12;13;8;18;12;34;3;1;27;2;2017;46.20936795;246;1162;364;146
22901000000;22792;22;HUESCA;VALLE DE HECHO;23443.2276;88768.0;-0.75027194;42.73893535;828.0;852.0;445.0;407.0;11;0;1;3;1;1;5;0;-1;1;9;1;2017;51.59624413;92;522;238;51
22902000000;22608;22;HUESCA;PUENTE LA REINA DE JACA;4812.6689;31044.0;-0.78759154;42.55872499;691.0;263.0;134.0;129.0;9;0;1;3;-1;2;3;0;2;1;6;-1;2017;50.41064639;36;151;76;25
22903000000;22664;22;HUESCA;SAN MIGUEL DEL CINCA;10649.1566;47514.0;0.12994757;41.85122017;236.0;816.0;417.0;399.0;16;1;3;4;-1;6;2;3;1;3;7;2;2017;48.44240196;116;492;208;73
22904000000;22732;22;HUESCA;LA SOTONERA;16553.9256;79455.0;-0.55234336;42.26068265;672.0;932.0;486.0;446.0;30;1;4;8;2;6;9;4;5;4;17;-1;2017;53.39055794;100;535;297;71
22905000000;22504;22;HUESCA;LUPIÑÉN-ORTILLA;11007.0;68717.0;-0.58075054;42.17563439;470.0;335.0;167.0;168.0;6;1;2;1;-1;1;1;0;0;1;5;-1;2017;50.8238806;42;201;92;28
22906000000;22684;22;HUESCA;SANTA MARÍA DE DULCIS;2715.7413;27653.0;0.01643534;42.11556031;436.0;213.0;116.0;97.0;9;-1;2;3;-1;2;2;2;2;1;4;-1;2017;51.6056338;23;131;59;13
22907000000;22022;22;HUESCA;AÍNSA-SOBRARBE;28476.5814;113211.0;0.13960049;42.41711065;586.0;2128.0;1088.0;1040.0;63;2;5;19;5;14;18;0;5;2;53;3;2017;43.33270677;386;1423;319;272
22908000000;22418;22;HUESCA;HOZ Y COSTEAN;5747.7855;53298.0;0.13713094;42.13813318;719.0;221.0;122.0;99.0;6;-1;2;0;-1;1;3;1;-1;1;4;-1;2017;55.85520362;17;128;76;11
22909000000;22802;22;HUESCA;VENCILLÓN;1036.8347;14221.0;0.30613405;41.70574065;195.0;392.0;205.0;187.0;17;2;2;5;1;4;3;1;3;2;11;-1;2017;46.80867347;73;227;92;41
23001000000;23010;23;JAÉN;ALBANCHEZ DE MÁGINA;3882.5722;28614.0;-3.46650587;37.79019044;862.0;1060.0;550.0;510.0;62;5;10;15;1;14;17;11;1;3;43;4;2017;52.17075472;104;635;321;46
23002000000;23020;23;JAÉN;ALCALÁ LA REAL;26136.4487;82108.0;-3.92944941;37.45979131;1029.0;21758.0;10702.0;11056.0;1296;95;207;248;110;397;239;297;107;43;722;127;2017;45.00280357;3677;13690;4391;2386
23003000000;23030;23;JAÉN;ALCAUDETE;23680.597;82341.0;-4.08750989;37.59013356;675.0;10634.0;5235.0;5399.0;669;43;123;115;69;221;98;145;71;23;388;42;2017;44.98946774;1713;6768;2153;1052
23004000000;23040;23;JAÉN;ALDEAQUEMADA;12027.689;52513.0;-3.37167309;38.41203515;698.0;503.0;273.0;230.0;29;1;3;6;2;6;11;5;-1;1;21;2;2017;48.69781312;65;323;115;37
23005000000;23050;23;JAÉN;ANDÚJAR;96489.6477;171950.0;-4.05408787;38.03712706;211.0;37611.0;18449.0;19162.0;4262;231;627;726;241;1153;1284;704;442;252;2302;562;2017;42.68389567;6857;24710;6044;4469
23006000000;23060;23;JAÉN;ARJONA;15844.7801;81473.0;-4.05446885;37.93559892;458.0;5662.0;2799.0;2863.0;301;23;62;67;27;79;43;88;19;19;148;27;2017;43.41504769;978;3678;1006;642
23007000000;23070;23;JAÉN;ARJONILLA;4255.7334;31093.0;-4.10757675;37.9742431;346.0;3654.0;1834.0;1820.0;191;16;45;38;17;54;21;53;10;5;102;21;2017;44.07799672;580;2427;647;345
23008000000;23080;23;JAÉN;ARQUILLOS;6624.1575;55694.0;-3.43144008;38.18199961;380.0;1797.0;893.0;904.0;135;14;17;36;14;24;30;45;3;7;71;9;2017;43.66054535;289;1213;295;191
23009000000;23090;23;JAÉN;BAEZA;19277.6;89717.0;-3.4693067;37.99003004;769.0;15996.0;7930.0;8066.0;1290;61;184;207;81;385;372;220;83;61;765;161;2017;42.32570643;2882;10646;2468;1836
23010000000;23100;23;JAÉN;BAILÉN;11713.6868;50002.0;-3.77583606;38.09549321;342.0;17924.0;8917.0;9007.0;2368;123;303;327;140;692;783;437;244;83;1176;428;2017;41.03950011;3443;12021;2460;2146
23011000000;23110;23;JAÉN;BAÑOS DE LA ENCINA;39227.4847;108425.0;-3.77426239;38.17119919;418.0;2613.0;1343.0;1270.0;279;19;32;61;16;73;78;62;12;12;179;14;2017;44.23115193;447;1693;473;293
23012000000;23120;23;JAÉN;BEAS DE SEGURA;15937.3621;73350.0;-2.88730567;38.2506588;581.0;5275.0;2752.0;2523.0;385;21;61;80;32;99;92;142;5;23;201;14;2017;44.49080569;871;3426;978;509
23014000000;23140;23;JAÉN;BEGÍJAR;4279.3388;35010.0;-3.53465053;37.98511789;559.0;3073.0;1546.0;1527.0;261;26;38;54;32;74;37;47;11;6;163;34;2017;43.29808005;519;2049;505;321
23015000000;23150;23;JAÉN;BÉLMEZ DE LA MORALEDA;4943.9046;32022.0;-3.38078947;37.72377356;867.0;1600.0;806.0;794.0;131;9;16;27;6;23;50;30;17;8;67;9;2017;46.46125;232;1018;350;147
23016000000;23160;23;JAÉN;BENATAE;4446.0835;48054.0;-2.65078278;38.35363706;853.0;467.0;244.0;223.0;29;3;5;8;-1;9;4;8;-1;7;13;1;2017;50.09635974;54;286;127;26
23017000000;23170;23;JAÉN;CABRA DEL SANTO CRISTO;18702.7145;79243.0;-3.28571551;37.70505863;942.0;1877.0;993.0;884.0;137;8;15;40;6;36;32;52;8;7;64;6;2017;44.74054342;323;1190;364;204
23018000000;23180;23;JAÉN;CAMBIL;13988.9817;55452.0;-3.56676191;37.67738522;829.0;2772.0;1436.0;1336.0;188;10;29;59;16;52;22;55;11;28;77;17;2017;45.99314574;434;1725;613;271
23019000000;23190;23;JAÉN;CAMPILLO DE ARENAS;11672.3793;71459.0;-3.63530988;37.55559065;874.0;1854.0;966.0;888.0;96;5;24;22;8;24;13;12;7;7;64;6;2017;44.12567422;295;1223;336;186
23020000000;23200;23;JAÉN;CANENA;1432.0107;16895.0;-3.48147823;38.04885135;537.0;1927.0;990.0;937.0;134;12;18;13;10;46;35;28;8;5;69;24;2017;46.07109497;253;1274;400;142
23021000000;23210;23;JAÉN;CARBONEROS;5860.6112;39715.0;-3.63131974;38.2293919;406.0;625.0;322.0;303.0;43;4;5;7;4;14;9;5;2;5;29;2;2017;44.8144;101;405;119;62
23024000000;23230;23;JAÉN;LA CAROLINA;20136.5626;82822.0;-3.61672237;38.2759015;604.0;15508.0;7672.0;7836.0;2354;119;394;349;155;649;688;296;311;82;1394;271;2017;41.78965695;2985;10263;2260;1985
23025000000;23240;23;JAÉN;CASTELLAR;15736.4072;102897.0;-3.12877307;38.25577383;760.0;3389.0;1703.0;1686.0;186;13;39;43;20;41;30;58;8;13;97;10;2017;43.12511065;576;2261;552;392
23026000000;23250;23;JAÉN;CASTILLO DE LOCUBÍN;10255.1066;45902.0;-3.94489566;37.52907137;684.0;4165.0;2053.0;2112.0;166;29;26;35;18;35;23;38;16;8;80;24;2017;50.63889556;468;2514;1183;268
23027000000;23260;23;JAÉN;CAZALILLA;4662.5101;38693.0;-3.88204485;37.9841708;299.0;844.0;409.0;435.0;61;4;10;15;4;20;8;14;0;7;39;1;2017;49.8021327;107;504;233;66
23028000000;23270;23;JAÉN;CAZORLA;30540.3906;129227.0;-3.00134534;37.91223066;823.0;7613.0;3691.0;3922.0;583;28;102;117;37;173;126;102;9;22;408;42;2017;44.52029423;1279;4919;1415;845
23029000000;23280;23;JAÉN;CHICLANA DE SEGURA;23599.2346;90398.0;-3.04258039;38.31234258;873.0;988.0;503.0;485.0;35;1;9;9;3;3;10;10;1;6;15;3;2017;48.9291498;127;612;249;76
23030000000;23290;23;JAÉN;CHILLUÉVAR;3877.771;32241.0;-3.03113181;38.00004111;732.0;1483.0;721.0;762.0;66;1;11;19;9;17;9;27;1;1;33;4;2017;46.29332434;232;915;336;142
23031000000;23300;23;JAÉN;ESCAÑUELA;1375.3135;16335.0;-4.03314945;37.87910806;315.0;952.0;476.0;476.0;46;4;4;14;6;13;5;8;1;12;22;3;2017;42.91386555;182;604;166;115
23032000000;23310;23;JAÉN;ESPELUY;2549.3703;23480.0;-3.86214441;38.03224667;284.0;666.0;326.0;340.0;56;4;5;6;9;22;10;14;3;18;17;4;2017;44.8048048;109;429;128;64
23033000000;23320;23;JAÉN;FRAILES;4033.7323;28306.0;-3.83774832;37.48515683;973.0;1610.0;802.0;808.0;64;4;13;15;6;20;6;17;11;2;31;3;2017;48.08819876;229;971;410;135
23034000000;23330;23;JAÉN;FUENSANTA DE MARTOS;5404.2644;32476.0;-3.90576357;37.64735327;719.0;3071.0;1518.0;1553.0;184;13;37;35;14;66;19;44;41;8;75;16;2017;45.22924129;479;1964;628;296
23035000000;23340;23;JAÉN;FUERTE DEL REY;3508.845;35426.0;-3.88436808;37.8739655;436.0;1384.0;713.0;671.0;103;5;10;17;10;38;23;15;5;8;68;7;2017;44.63728324;228;886;270;136
