COD_INE;COD_GEO;COD_PROV;PROVINCIA;NOMBRE_ACTUAL;SUPERFICIE;PERIMETRO;LONGITUD_ETRS89;LATITUD_ETRS89;ALTITUD;HABITANTES;HOMBRES;MUJERES;TOTAL_PARO;H25;H25_44;H45;M25;M25_44;M45;AGRICULTURA;INDUSTRIA;CONSTRUCCION;SERVICIOS;SINEMPLEOANTERIOR;AÑO;EDAD_MEDIA;de0-18;de19-67;masde68;de0-12
03120000000;03580;03;ALACANT/ALICANTE;SAN MIGUEL DE SALINAS;5484.5342;29572.0;-0.78930554;37.97713811;87.0;5797.0;2909.0;2888.0;352;17;41;88;13;80;113;28;15;54;235;20;2017;48.04226324;881;3421;1495;571
03121000000;03595;03;ALACANT/ALICANTE;SANTA POLA;5816.0985;43087.0;-0.55528061;38.1931155;4.0;31137.0;15602.0;15535.0;2675;82;443;551;84;725;790;36;290;210;2025;114;2017;42.32289559;5773;20579;4785;3998
03122000000;03585;03;ALACANT/ALICANTE;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;4055.084;38579.0;-0.52499072;38.39613348;107.0;57175.0;28303.0;28872.0;4770;173;815;978;143;1339;1322;95;407;510;3459;299;2017;39.98906865;11813;38517;6845;7961
03123000000;03600;03;ALACANT/ALICANTE;SAX;6348.3656;31468.0;-0.81692328;38.53849557;473.0;9737.0;4909.0;4828.0;981;43;120;193;32;217;376;27;355;53;427;119;2017;42.4654411;1802;6465;1470;1185
03124000000;03605;03;ALACANT/ALICANTE;SELLA;3872.053;29382.0;-0.27218087;38.60812245;412.0;579.0;306.0;273.0;29;-1;9;7;-1;5;8;2;2;2;22;1;2017;51.53713299;61;345;173;34
03125000000;03610;03;ALACANT/ALICANTE;SENIJA;478.6374;11096.0;0.04175328;38.72826598;231.0;578.0;293.0;285.0;37;1;4;8;-1;12;12;2;1;1;29;4;2017;46.79930796;92;345;141;59
03127000000;03620;03;ALACANT/ALICANTE;TÀRBENA;3167.0038;28630.0;-0.1019394;38.69363337;559.0;640.0;329.0;311.0;29;1;5;13;1;5;4;1;1;2;25;-1;2017;52.759375;72;372;196;36
03128000000;03625;03;ALACANT/ALICANTE;TEULADA;3225.0;30407.0;0.10231946;38.72911733;183.0;10097.0;5041.0;5056.0;503;12;90;108;11;143;139;11;23;76;376;17;2017;47.39179954;1549;6030;2518;989
03129000000;03630;03;ALACANT/ALICANTE;TIBI;7038.2694;35711.0;-0.57799241;38.53125236;517.0;1603.0;842.0;761.0;69;4;11;13;0;11;30;0;19;3;44;3;2017;47.48284467;217;1034;352;140
03130000000;03635;03;ALACANT/ALICANTE;TOLLOS;1597.312;19407.0;-0.27417974;38.75700785;776.0;50.0;27.0;23.0;3;-1;1;1;-1;-1;1;-1;-1;-1;3;-1;2017;65.98;0;20;30;0
03131000000;03640;03;ALACANT/ALICANTE;TORMOS;536.0;14453.0;-0.0723226;38.80205024;129.0;333.0;163.0;170.0;15;1;1;2;-1;3;8;-1;2;0;13;-1;2017;53.39039039;41;181;111;26
03132000000;03645;03;ALACANT/ALICANTE;TORREMANZANAS/LA TORRE DE LES MAÇANES;3647.9641;29931.0;-0.41885176;38.60676744;791.0;682.0;357.0;325.0;36;4;5;9;1;5;12;-1;10;5;16;5;2017;51.75366569;55;454;173;36
03133000000;03650;03;ALACANT/ALICANTE;TORREVIEJA;7163.01;47550.0;-0.68302608;37.97775873;7.0;83252.0;41527.0;41725.0;7861;260;1247;2070;285;1784;2215;222;366;1085;5975;213;2017;44.57004036;13952;53084;16216;9158
03134000000;03655;03;ALACANT/ALICANTE;LA VALL D'ALCALÀ;2285.0561;24552.0;-0.25201489;38.79456237;639.0;168.0;92.0;76.0;10;1;3;3;-1;1;2;1;-1;2;7;-1;2017;54.48214286;18;97;53;12
03135000000;03660;03;ALACANT/ALICANTE;LA VALL D'EBO;3242.5432;24069.0;-0.15985139;38.80574426;392.0;232.0;124.0;108.0;11;-1;5;3;-1;1;2;2;2;0;7;-1;2017;55.74568966;14;144;74;5
03136000000;03665;03;ALACANT/ALICANTE;VALL DE GALLINERA;5363.2909;36163.0;-0.22174105;38.82200923;293.0;594.0;323.0;271.0;26;-1;7;10;-1;3;6;4;4;2;16;-1;2017;51.61784512;58;373;163;43
03137000000;03670;03;ALACANT/ALICANTE;LA VALL DE LAGUAR;2305.4272;24361.0;-0.10944662;38.77743427;439.0;825.0;408.0;417.0;36;-1;5;12;1;7;11;2;3;2;28;1;2017;53.14666667;85;474;266;58
03138000000;03675;03;ALACANT/ALICANTE;EL VERGER;815.895;13551.0;0.01012098;38.84290338;21.0;4421.0;2212.0;2209.0;390;17;56;104;13;86;114;5;19;71;264;31;2017;44.70821081;722;2847;852;488
03139000000;03680;03;ALACANT/ALICANTE;VILLAJOYOSA/LA VILA JOIOSA;5924.8127;41201.0;-0.2319288;38.50545611;16.0;33607.0;16777.0;16830.0;3007;115;536;750;93;688;825;60;195;338;2259;155;2017;42.52483114;6007;22606;4994;3966
03140000000;03685;03;ALACANT/ALICANTE;VILLENA;34537.0418;96793.0;-0.86138343;38.62963811;503.0;33968.0;16972.0;16996.0;3409;126;450;654;108;789;1282;275;1066;200;1431;437;2017;42.41874706;6389;22400;5179;4296
03901000000;03615;03;ALACANT/ALICANTE;ELS POBLETS;362.0743;8537.0;0.01680187;38.85116436;13.0;2926.0;1392.0;1534.0;110;6;13;29;5;24;33;3;4;13;80;10;2017;53.96103896;303;1604;1019;191
03902000000;03512;03;ALACANT/ALICANTE;PILAR DE LA HORADADA;7785.5013;46655.0;-0.79242783;37.86372554;32.0;21202.0;10894.0;10308.0;1243;57;220;253;60;355;298;158;55;125;870;35;2017;42.86510707;4014;13246;3942;2710
03903000000;03437;03;ALACANT/ALICANTE;LOS MONTESINOS;1504.9321;21032.0;-0.74364774;38.02749921;19.0;4862.0;2457.0;2405.0;317;20;55;70;8;84;80;21;23;35;228;10;2017;44.34224599;839;3045;978;543
03904000000;03572;03;ALACANT/ALICANTE;SAN ISIDRO;1169.884;15948.0;-0.83836588;38.17123285;10.0;1920.0;983.0;937.0;207;6;30;42;13;53;63;7;59;21;108;12;2017;40.321875;333;1350;237;234
04001000000;04005;04;ALMERÍA;ABLA;4524.4244;46589.0;-2.77953953;37.1412099;853.0;1267.0;651.0;616.0;88;5;18;32;5;22;6;7;9;7;61;4;2017;48.48382005;161;791;315;101
04002000000;04010;04;ALMERÍA;ABRUCENA;8367.747;58614.0;-2.7974669;37.13218285;986.0;1170.0;606.0;564.0;73;4;12;20;6;21;10;9;3;14;42;5;2017;49.96495726;113;771;286;68
04003000000;04015;04;ALMERÍA;ADRA;8969.45;51619.0;-3.02330257;36.74868325;14.0;24697.0;12480.0;12217.0;2255;115;392;440;109;653;546;409;86;244;1280;236;2017;39.7912297;5000;16721;2976;3330
04004000000;04020;04;ALMERÍA;ALBANCHEZ;3491.43;26788.0;-2.18135854;37.28686167;487.0;754.0;378.0;376.0;30;-1;6;10;2;8;4;1;3;5;20;1;2017;55.20822281;73;385;296;42
04005000000;04025;04;ALMERÍA;ALBOLODUY;6973.4477;47842.0;-2.62168571;37.03339629;381.0;610.0;299.0;311.0;30;3;4;11;1;8;3;8;1;4;16;1;2017;52.01147541;59;367;184;48
04006000000;04030;04;ALMERÍA;ALBOX;16845.16;61482.0;-2.14799133;37.38850758;420.0;11481.0;5873.0;5608.0;807;38;157;175;45;229;163;68;44;89;544;62;2017;43.21992858;2048;7449;1984;1370
04007000000;04035;04;ALMERÍA;ALCOLEA;6751.6723;47344.0;-2.96066637;36.97361957;746.0;811.0;416.0;395.0;76;4;10;32;6;15;9;10;4;14;44;4;2017;49.25770654;85;537;189;45
04008000000;04040;04;ALMERÍA;ALCÓNTAR;9390.6745;59358.0;-2.59756879;37.33611796;955.0;577.0;319.0;258.0;31;0;7;11;0;8;5;3;2;7;18;1;2017;51.01213172;62;355;160;37
04009000000;04045;04;ALMERÍA;ALCUDIA DE MONTEAGUD;1552.24;22000.0;-2.26678969;37.23587193;1025.0;148.0;68.0;80.0;6;-1;2;3;-1;0;1;0;-1;-1;6;-1;2017;53.89864865;6;102;40;3
04010000000;04050;04;ALMERÍA;ALHABIA;1639.4593;18386.0;-2.58702093;36.98991242;290.0;678.0;355.0;323.0;85;4;17;22;4;26;12;2;12;28;36;7;2017;45.36873156;99;456;123;52
04011000000;04055;04;ALMERÍA;ALHAMA DE ALMERÍA;2624.375;25588.0;-2.56977648;36.95718281;520.0;3653.0;1835.0;1818.0;369;18;69;75;21;100;86;31;31;28;237;42;2017;42.21379688;694;2353;606;462
04012000000;04060;04;ALMERÍA;ALICÚN;587.3104;14336.0;-2.60215517;36.96671607;414.0;217.0;110.0;107.0;28;1;4;9;0;5;9;2;3;2;20;1;2017;48.51612903;25;139;53;13
04013000000;04001;04;ALMERÍA;ALMERÍA;29572.44;127373.0;-2.46413188;36.83892362;16.0;195389.0;95044.0;100345.0;20736;815;3942;4346;926;5576;5131;1367;677;2212;14006;2474;2017;41.00758999;39071;129535;26783;26489
04014000000;04065;04;ALMERÍA;ALMÓCITA;3082.5201;39310.0;-2.78984397;37.00274251;835.0;174.0;91.0;83.0;13;-1;3;2;1;4;3;0;2;1;9;1;2017;52.43678161;15;115;44;7
04015000000;04070;04;ALMERÍA;ALSODUX;2010.2293;32083.0;-2.59464638;37.00135999;309.0;132.0;75.0;57.0;11;1;2;2;-1;3;3;0;-1;0;11;-1;2017;55.98484848;5;89;38;1
04016000000;04075;04;ALMERÍA;ANTAS;9914.11;42358.0;-1.91715315;37.24459175;108.0;3124.0;1556.0;1568.0;127;5;19;24;4;38;37;13;7;7;93;7;2017;42.71734955;570;2029;525;381
04017000000;04080;04;ALMERÍA;ARBOLEAS;6614.36;46628.0;-2.0754646;37.35116011;270.0;4463.0;2238.0;2225.0;150;7;32;30;9;39;33;10;8;31;94;7;2017;55.83800134;379;2505;1579;225
04018000000;04085;04;ALMERÍA;ARMUÑA DE ALMANZORA;786.36;14916.0;-2.41135555;37.34982202;630.0;327.0;158.0;169.0;14;1;4;4;-1;1;4;1;-1;5;8;0;2017;47.59938838;44;204;79;28
04019000000;04090;04;ALMERÍA;BACARES;9476.31;40006.0;-2.45318749;37.26120059;1209.0;244.0;128.0;116.0;6;1;1;1;0;0;3;0;-1;0;6;-1;2017;54.77459016;16;157;71;7
04020000000;04095;04;ALMERÍA;BAYÁRCAL;3802.3734;35027.0;-2.99562617;37.03018267;1252.0;303.0;163.0;140.0;14;-1;3;6;1;2;2;0;-1;0;14;-1;2017;49.14521452;29;210;64;23
04021000000;04100;04;ALMERÍA;BAYARQUE;2653.45;27921.0;-2.43594364;37.33068864;817.0;215.0;108.0;107.0;14;1;0;2;-1;7;4;0;1;4;9;-1;2017;52.50232558;22;131;62;9
04022000000;04105;04;ALMERÍA;BÉDAR;4671.8751;33619.0;-1.98182232;37.19030833;401.0;892.0;437.0;455.0;46;3;5;17;3;6;12;1;2;3;33;7;2017;55.35762332;71;522;299;42
04023000000;04110;04;ALMERÍA;BEIRES;3883.4832;37726.0;-2.79152516;37.01264326;934.0;110.0;53.0;57.0;7;-1;3;2;1;-1;1;0;-1;2;5;-1;2017;59.07272727;3;65;42;3
04024000000;04115;04;ALMERÍA;BENAHADUX;1661.5387;18999.0;-2.45067345;36.92496886;105.0;4212.0;2092.0;2120.0;436;22;63;85;15;140;111;17;16;45;316;42;2017;38.21367521;963;2818;431;692
04026000000;04125;04;ALMERÍA;BENITAGLA;646.61;13999.0;-2.23834784;37.23123941;945.0;66.0;39.0;27.0;4;-1;2;0;-1;2;0;0;-1;-1;4;-1;2017;61.0;0;38;28;0
04027000000;04130;04;ALMERÍA;BENIZALÓN;3197.1116;32063.0;-2.24067815;37.21246044;932.0;263.0;142.0;121.0;19;1;6;4;2;3;3;3;-1;2;13;1;2017;53.10646388;19;170;74;11
04028000000;04135;04;ALMERÍA;BENTARIQUE;1134.3564;28435.0;-2.61889692;36.98631438;316.0;238.0;136.0;102.0;21;0;6;5;1;5;4;2;1;0;18;0;2017;49.94957983;27;154;57;21
04029000000;04140;04;ALMERÍA;BERJA;18581.24;66447.0;-2.94948207;36.84732147;340.0;12331.0;6204.0;6127.0;1263;47;236;318;68;313;281;271;43;186;674;89;2017;40.42981105;2456;8270;1605;1656
04030000000;04145;04;ALMERÍA;CANJÁYAR;6692.6563;57977.0;-2.73944378;37.01006973;602.0;1223.0;633.0;590.0;98;4;20;37;6;16;15;10;3;18;60;7;2017;51.65576451;119;743;361;67
04031000000;04150;04;ALMERÍA;CANTORIA;7901.73;49370.0;-2.19324978;37.35219371;381.0;3251.0;1653.0;1598.0;241;12;37;68;6;58;60;18;24;37;135;27;2017;49.28391264;435;1972;844;260
04032000000;04155;04;ALMERÍA;CARBONERAS;9546.4247;57089.0;-1.89349648;36.99742391;6.0;7837.0;4032.0;3805.0;681;33;118;133;26;207;164;61;49;60;453;58;2017;40.52341457;1537;5372;928;1005
04033000000;04160;04;ALMERÍA;CASTRO DE FILABRES;2923.5664;29594.0;-2.43912676;37.18484936;945.0;130.0;61.0;69.0;8;2;1;1;-1;2;2;0;0;-1;7;1;2017;54.94615385;5;87;38;3
04034000000;04165;04;ALMERÍA;CÓBDAR;3186.19;31236.0;-2.21001778;37.26157453;606.0;156.0;92.0;64.0;8;-1;2;1;-1;2;3;1;-1;-1;7;-1;2017;54.57692308;8;102;46;5
04035000000;04170;04;ALMERÍA;CUEVAS DEL ALMANZORA;26444.58;75569.0;-1.87991806;37.2967313;89.0;13655.0;7103.0;6552.0;1050;39;203;199;54;310;245;167;32;109;664;78;2017;39.93423654;2889;8929;1837;2037
04036000000;04175;04;ALMERÍA;CHERCOS;1355.46;15071.0;-2.26646383;37.25435736;912.0;291.0;147.0;144.0;25;0;6;5;2;10;2;0;4;1;20;-1;2017;48.03092784;43;173;75;23
04037000000;04180;04;ALMERÍA;CHIRIVEL;19655.8011;73257.0;-2.26658541;37.59512473;1039.0;1568.0;792.0;776.0;61;4;17;14;1;17;8;5;1;7;44;4;2017;52.97831633;168;890;510;102
04038000000;04185;04;ALMERÍA;DALÍAS;14143.38;57016.0;-2.87111055;36.82078429;411.0;3986.0;1973.0;2013.0;239;7;36;61;14;65;56;46;6;30;135;22;2017;43.10938284;722;2571;693;457
04041000000;04200;04;ALMERÍA;ENIX;6684.4603;53230.0;-2.60175846;36.8769393;716.0;434.0;241.0;193.0;21;-1;6;3;1;7;4;2;0;0;18;1;2017;49.93317972;41;303;90;28
04043000000;04210;04;ALMERÍA;FELIX;8126.2027;41816.0;-2.65861622;36.86898567;820.0;661.0;372.0;289.0;31;1;5;10;2;6;7;3;0;6;22;0;2017;48.53555219;70;456;135;45
04044000000;04215;04;ALMERÍA;FINES;2307.6725;26227.0;-2.263629;37.35887254;444.0;2048.0;1066.0;982.0;232;7;31;66;9;52;67;18;40;21;132;21;2017;41.86279297;364;1413;271;236
04045000000;04220;04;ALMERÍA;FIÑANA;13395.9718;71085.0;-2.84178852;37.17135438;950.0;2014.0;1007.0;1007.0;174;10;32;55;12;42;23;24;15;22;97;16;2017;47.90566038;263;1308;443;143
04046000000;04225;04;ALMERÍA;FONDÓN;9115.8777;58602.0;-2.85918906;36.97993167;846.0;1002.0;531.0;471.0;71;4;10;19;1;16;21;8;14;8;39;2;2017;48.84730539;119;653;230;65
04047000000;04230;04;ALMERÍA;GÁDOR;8767.0204;62237.0;-2.49279322;36.9530923;173.0;3037.0;1575.0;1462.0;392;28;73;85;22;96;88;51;21;37;227;56;2017;40.91965756;595;1999;443;386
04048000000;04235;04;ALMERÍA;LOS GALLARDOS;3492.886;35124.0;-1.9417002;37.17027055;121.0;2841.0;1431.0;1410.0;143;8;18;35;6;40;36;5;4;17;106;11;2017;48.08658923;416;1686;739;260
04049000000;04240;04;ALMERÍA;GARRUCHA;776.6;17344.0;-1.82347743;37.1797194;20.0;8666.0;4465.0;4201.0;937;37;177;198;37;255;233;31;19;76;764;47;2017;38.96318948;1852;5873;941;1261
04050000000;04245;04;ALMERÍA;GÉRGAL;22948.7704;77389.0;-2.53905331;37.12083904;763.0;1030.0;546.0;484.0;72;6;9;20;4;24;9;11;4;7;43;7;2017;47.05825243;143;660;227;98
04051000000;04250;04;ALMERÍA;HUÉCIJA;1901.8613;24555.0;-2.60994487;36.96802203;409.0;501.0;243.0;258.0;27;1;4;9;1;9;3;1;1;2;22;1;2017;47.19161677;73;314;114;46
04052000000;04255;04;ALMERÍA;HUÉRCAL DE ALMERÍA;2092.75;22894.0;-2.43599715;36.88406432;69.0;17234.0;8791.0;8443.0;1746;91;302;300;83;552;418;71;75;182;1288;130;2017;35.08378786;4580;11736;918;3206
04053000000;04260;04;ALMERÍA;HUÉRCAL-OVERA;31783.35;80822.0;-1.943031;37.38937619;279.0;18649.0;9254.0;9395.0;1206;30;196;236;63;407;274;138;65;113;800;90;2017;41.49616601;3752;12016;2881;2555
04054000000;04265;04;ALMERÍA;ÍLLAR;1918.8146;26168.0;-2.63886001;36.9849617;424.0;374.0;202.0;172.0;26;3;5;6;-1;5;7;1;3;0;20;2;2017;51.34759358;32;248;94;14
04055000000;04270;04;ALMERÍA;INSTINCIÓN;3348.4996;40556.0;-2.65979091;36.99319077;427.0;430.0;208.0;222.0;32;1;7;8;1;6;9;0;5;2;21;4;2017;50.35348837;58;253;119;39
04056000000;04275;04;ALMERÍA;LAROYA;2171.34;21998.0;-2.3320851;37.29604768;860.0;169.0;95.0;74.0;13;3;2;5;-1;2;1;1;1;1;9;1;2017;46.01183432;22;117;30;11
04057000000;04280;04;ALMERÍA;LÁUJAR DE ANDARAX;9280.8708;64264.0;-2.88903331;36.99456726;920.0;1533.0;762.0;771.0;122;7;10;45;4;21;35;10;16;17;77;2;2017;46.97586432;232;963;338;147
04058000000;04285;04;ALMERÍA;LÍJAR;2819.15;24987.0;-2.21999131;37.29501881;604.0;395.0;207.0;188.0;40;2;8;12;3;12;3;0;10;1;27;2;2017;50.7443038;40;248;107;24
04059000000;04290;04;ALMERÍA;LUBRÍN;13822.96;53424.0;-2.06592032;37.21648353;516.0;1440.0;704.0;736.0;76;1;13;22;3;25;12;4;4;7;56;5;2017;53.87708333;154;783;503;110
04060000000;04295;04;ALMERÍA;LUCAINENA DE LAS TORRES;12320.2811;66727.0;-2.2011865;37.0402677;549.0;570.0;308.0;262.0;33;1;5;10;1;11;5;3;1;3;23;3;2017;48.56842105;68;358;144;40
04061000000;04300;04;ALMERÍA;LÚCAR;10059.71;46497.0;-2.42494356;37.40081642;900.0;771.0;382.0;389.0;64;0;9;20;3;20;12;8;5;8;41;2;2017;47.32425422;110;490;171;69
04062000000;04305;04;ALMERÍA;MACAEL;4380.1;30742.0;-2.30432229;37.33233031;536.0;5576.0;2866.0;2710.0;545;23;80;91;20;171;160;23;120;21;322;59;2017;42.58644189;967;3776;833;613
04063000000;04310;04;ALMERÍA;MARÍA;22562.6658;82724.0;-2.16479793;37.7115544;1197.0;1288.0;659.0;629.0;47;3;9;13;1;10;11;8;5;2;30;2;2017;49.9371118;144;795;349;81
04064000000;04315;04;ALMERÍA;MOJÁCAR;7153.7421;47958.0;-1.85016798;37.14008707;140.0;6330.0;3115.0;3215.0;396;20;62;82;5;97;130;10;9;23;331;23;2017;48.73696682;812;3970;1548;530
04065000000;04320;04;ALMERÍA;NACIMIENTO;8075.8142;45591.0;-2.64792293;37.10502345;596.0;475.0;240.0;235.0;28;2;3;5;2;5;11;7;8;0;12;1;2017;49.98315789;45;318;112;24
04066000000;04325;04;ALMERÍA;NÍJAR;59976.79;132948.0;-2.20611069;36.96580749;357.0;28996.0;15816.0;13180.0;2169;89;455;474;115;620;416;619;61;154;1175;160;2017;36.43374948;6638;19890;2468;4843
04067000000;04330;04;ALMERÍA;OHANES;3241.3093;26510.0;-2.74552024;37.03829786;961.0;626.0;306.0;320.0;51;3;13;12;4;12;7;3;1;5;42;0;2017;52.02076677;62;382;182;34
04068000000;04335;04;ALMERÍA;OLULA DE CASTRO;3360.3839;28988.0;-2.47387144;37.17517469;1005.0;191.0;103.0;88.0;8;0;2;5;-1;0;1;1;-1;1;6;0;2017;55.82198953;3;126;62;1
04069000000;04340;04;ALMERÍA;OLULA DEL RÍO;2351.6819;25672.0;-2.29735506;37.3531739;485.0;6216.0;3194.0;3022.0;666;26;82;175;15;184;184;35;133;44;383;71;2017;41.59684685;1199;4179;838;749
04070000000;04345;04;ALMERÍA;ORIA;23470.89;76653.0;-2.29602131;37.48360163;1022.0;2265.0;1191.0;1074.0;78;2;19;27;1;14;15;13;3;10;45;7;2017;51.27284768;239;1385;641;149
04071000000;04350;04;ALMERÍA;PADULES;2649.1784;29702.0;-2.77409853;36.99862987;747.0;436.0;223.0;213.0;19;1;7;7;0;1;3;0;-1;6;12;1;2017;55.11926606;35;258;143;24
04072000000;04355;04;ALMERÍA;PARTALOA;5252.71;30847.0;-2.2262643;37.40605456;543.0;975.0;484.0;491.0;21;1;5;4;0;8;3;1;2;1;14;3;2017;56.2574359;73;570;332;44
04073000000;04360;04;ALMERÍA;PATERNA DEL RÍO;4548.0817;32494.0;-2.95313089;37.02162718;1201.0;364.0;211.0;153.0;31;5;6;7;5;4;4;4;2;5;18;2;2017;51.52747253;32;231;101;22
04074000000;04365;04;ALMERÍA;PECHINA;4605.6772;30746.0;-2.44105175;36.91567505;105.0;4010.0;2036.0;1974.0;487;21;86;93;35;124;128;51;23;41;319;53;2017;38.53541147;895;2703;412;619
04075000000;04370;04;ALMERÍA;PULPÍ;9459.67;48678.0;-1.745159;37.41211031;194.0;9055.0;4669.0;4386.0;380;13;64;63;14;131;95;104;17;32;205;22;2017;39.15207068;1923;6117;1015;1320
04076000000;04375;04;ALMERÍA;PURCHENA;5647.4707;55523.0;-2.36166335;37.34731041;551.0;1636.0;846.0;790.0;131;5;17;32;6;37;34;8;41;15;55;12;2017;44.1809291;275;1073;288;144
04077000000;04380;04;ALMERÍA;RÁGOL;2692.1943;31675.0;-2.68123514;36.9953238;405.0;307.0;165.0;142.0;8;0;2;4;-1;1;1;1;-1;1;6;0;2017;53.91856678;21;189;97;10
04078000000;04385;04;ALMERÍA;RIOJA;3640.4382;26023.0;-2.46389912;36.94267969;128.0;1367.0;684.0;683.0;200;16;36;52;14;29;53;25;10;16;132;17;2017;41.54059985;253;937;177;170
04079000000;04390;04;ALMERÍA;ROQUETAS DE MAR;5964.8732;51463.0;-2.6150576;36.76467854;7.0;93363.0;48180.0;45183.0;9075;360;1647;1718;314;2865;2171;1157;289;850;6142;637;2017;36.74724463;20919;65611;6833;14793
04080000000;04395;04;ALMERÍA;SANTA CRUZ DE MARCHENA;1997.2556;28403.0;-2.60298289;37.01700109;330.0;225.0;111.0;114.0;23;1;5;10;-1;2;5;1;1;4;16;1;2017;53.53777778;12;150;63;7
04081000000;04400;04;ALMERÍA;SANTA FE DE MONDÚJAR;3486.9229;41916.0;-2.5313124;36.97425446;215.0;429.0;216.0;213.0;50;5;9;13;1;13;9;5;4;4;32;5;2017;48.16783217;49;282;98;32
04082000000;04405;04;ALMERÍA;SENÉS;5024.77;37939.0;-2.34726177;37.20447008;1008.0;312.0;166.0;146.0;23;1;3;12;1;3;3;1;-1;8;14;-1;2017;55.67307692;17;193;102;8
04083000000;04410;04;ALMERÍA;SERÓN;16645.26;77415.0;-2.50991257;37.34295293;823.0;2080.0;1058.0;1022.0;131;3;16;40;4;36;32;6;12;12;92;9;2017;48.40625;286;1264;530;191
04084000000;04415;04;ALMERÍA;SIERRO;2749.95;26530.0;-2.39864285;37.32144567;755.0;400.0;210.0;190.0;35;1;4;17;-1;6;7;1;5;9;18;2;2017;49.37;40;270;90;25
04085000000;04420;04;ALMERÍA;SOMONTÍN;1619.05;30586.0;-2.38745675;37.39094721;824.0;471.0;236.0;235.0;26;1;1;9;1;8;6;2;2;4;17;1;2017;50.20169851;51;306;114;26
04086000000;04425;04;ALMERÍA;SORBAS;24916.1217;80013.0;-2.124113;37.09821538;409.0;2463.0;1296.0;1167.0;178;9;43;46;8;43;29;21;12;26;101;18;2017;47.16118555;370;1501;592;256
04087000000;04430;04;ALMERÍA;SUFLÍ;1013.35;21961.0;-2.39014365;37.33823085;630.0;222.0;119.0;103.0;20;-1;3;8;-1;4;5;1;2;4;13;-1;2017;49.32432432;21;157;44;5
04088000000;04435;04;ALMERÍA;TABERNAS;28037.6595;71753.0;-2.39150625;37.04984427;402.0;3679.0;1893.0;1786.0;386;16;76;110;21;100;63;57;27;37;245;20;2017;43.50502854;579;2505;595;360
04089000000;04440;04;ALMERÍA;TABERNO;4405.97;36433.0;-2.07770837;37.46930863;712.0;984.0;480.0;504.0;42;7;7;10;1;8;9;0;1;11;25;5;2017;50.42073171;115;589;280;71
04090000000;04445;04;ALMERÍA;TAHAL;9461.59;60223.0;-2.28473564;37.22770702;1008.0;346.0;174.0;172.0;24;-1;5;8;-1;6;5;1;-1;8;14;1;2017;51.50867052;34;214;98;24
04091000000;04450;04;ALMERÍA;TERQUE;1571.7866;39964.0;-2.5960885;36.98374179;285.0;386.0;194.0;192.0;30;0;5;9;1;5;10;1;1;2;24;2;2017;53.62694301;33;234;119;14
04092000000;04455;04;ALMERÍA;TÍJOLA;6739.12;47797.0;-2.43885542;37.34438543;688.0;3615.0;1786.0;1829.0;281;14;44;68;12;77;66;23;27;41;157;33;2017;42.44204703;693;2327;595;408
04093000000;04460;04;ALMERÍA;TURRE;10795.7063;54227.0;-1.89426392;37.15286446;51.0;3317.0;1692.0;1625.0;333;10;68;76;14;97;68;10;6;52;248;17;2017;45.23093156;555;2066;696;374
04094000000;04465;04;ALMERÍA;TURRILLAS;3916.91;29992.0;-2.26512269;37.0299004;845.0;229.0;133.0;96.0;11;2;3;5;-1;0;1;0;-1;1;9;1;2017;52.04803493;16;154;59;11
04095000000;04470;04;ALMERÍA;ULEILA DEL CAMPO;3866.9809;27143.0;-2.2035137;37.18525562;627.0;848.0;427.0;421.0;63;0;14;18;-1;15;16;2;5;11;39;6;2017;49.85259434;106;523;219;63
04096000000;04475;04;ALMERÍA;URRÁCAL;2546.7129;22549.0;-2.36518023;37.39750865;744.0;332.0;171.0;161.0;15;-1;7;1;-1;5;2;2;1;3;7;2;2017;49.76506024;29;229;74;15
04097000000;04480;04;ALMERÍA;VELEFIQUE;6634.8811;41209.0;-2.40192493;37.19492499;926.0;247.0;132.0;115.0;21;-1;5;8;1;2;5;3;-1;5;11;2;2017;56.12955466;8;156;83;5
04098000000;04485;04;ALMERÍA;VÉLEZ-BLANCO;44130.7972;115426.0;-2.09608111;37.69085853;1076.0;1918.0;998.0;920.0;90;4;13;19;4;27;23;5;3;3;69;10;2017;49.52919708;229;1202;487;140
04099000000;04490;04;ALMERÍA;VÉLEZ-RUBIO;28195.18;82342.0;-2.07415558;37.64799415;838.0;6661.0;3227.0;3434.0;459;27;84;126;21;109;92;37;33;66;279;44;2017;46.05824951;1036;4175;1450;670
04100000000;04495;04;ALMERÍA;VERA;5813.78;39226.0;-1.86877507;37.24675325;101.0;15528.0;7916.0;7612.0;1339;55;255;262;57;401;309;109;39;124;981;86;2017;38.25991757;3618;10249;1661;2440
04101000000;04500;04;ALMERÍA;VIATOR;2062.06;19674.0;-2.42781271;36.88906423;71.0;5686.0;2911.0;2775.0;606;32;115;99;29;204;127;37;17;57;436;59;2017;37.07421738;1249;3941;496;891
04102000000;04505;04;ALMERÍA;VÍCAR;6433.9546;54592.0;-2.64392746;36.83084658;279.0;25149.0;13388.0;11761.0;2318;114;429;468;130;705;472;482;58;194;1401;183;2017;36.12604875;5758;17580;1811;4003
